qid,n_statements,n_sitelinks
Q3961094,9,3
Q3962683,6,3
Q3963885,10,2
Q396862,24,14
Q396895,7,25
Q397161,18,17
Q3973087,12,2
Q3973491,8,4
Q397395,9,8
Q3976301,6,3
Q3980427,5,1
Q3981176,8,1
Q3982389,4,1
Q3982573,15,8
Q3983831,6,1
Q3983958,14,4
Q3984506,12,4
Q3985255,7,1
Q3991115,18,3
Q3991120,16,6
Q3991246,20,6
Q3991395,9,2
Q3991786,5,2
Q3991817,25,32
Q3991855,34,6
Q3991903,34,5
Q3992032,9,1
Q3993376,7,1
Q39938,63,50
Q3995887,3,1
Q3995914,5,2
Q399744,10,23
Q3997748,8,2
Q3997750,7,1
Q3998201,6,3
Q39991,69,49
Q3999694,7,1
Q39998,3,14
Q40003,55,43
Q4000358,6,1
Q40013,41,39
Q40017,38,45
Q40022,40,42
Q4002524,9,6
Q4002579,9,5
Q40027,46,34
Q40058,76,44
Q40060,19,26
Q4010545,24,6
Q40114098,5,0
Q4014970,5,1
Q4015258,16,3
Q4018734,7,4
Q4018845,2,2
Q402052,6,3
Q40219631,8,0
Q4022760,4,2
Q40242,37,34
Q4024302,25,6
Q403401,7,2
Q4040541,12,7
Q404275,22,18
Q404326,19,18
Q404844,114,38
Q404962,6,2
Q405119,7,2
Q405134,6,5
Q405173,79,14
Q405297,3,8
Q4054437,2,3
Q4056272,10,8
Q4056376,10,4
Q4056685,7,2
Q4057158,3,1
Q4057175,4,2
Q4057953,17,6
Q4058041,7,4
Q4058052,13,4
Q406021,16,16
Q4062501,13,3
Q4063102,11,4
Q406331,5,6
Q4063420,19,5
Q406348,12,9
Q406388,45,22
Q406434,11,11
Q406441,10,10
Q406443,15,9
Q4067022,6,1
Q4067040,11,3
Q4067044,13,5
Q4067134,10,7
Q4067738,8,3
Q406789,22,5
Q4068055,10,2
Q4068176,24,2
Q4068250,2,7
Q4068319,14,7
Q4068355,11,1
Q4068432,3,1
Q4068782,7,5
Q4068816,11,1
Q4069257,5,3
Q4070060,7,2
Q4071638,10,2
Q4072494,5,5
Q4072744,6,2
Q40730,129,101
Q4073285,4,2
Q4074123,8,2
Q4078195,8,4
Q40792621,26,2
Q4080458,3,2
Q4089492,22,12
Q4089734,13,10
Q409520,22,24
Q4095839,15,6
Q4095840,8,1
Q409616,22,6
Q4096415,7,4
Q409834,21,20
Q409895,11,2
Q4100549,3,2
Q410082,31,40
Q410417,12,19
Q410424,12,2
Q410506,4,1
Q410748,23,19
Q4110210,11,3
Q4111991,29,12
Q4118796,3,6
Q4121361,2,5
Q4122904,8,1
Q4123985,6,1
Q4124150,18,4
Q4128235,11,1
Q4130170,7,1
Q41311,17,18
Q4131883,14,2
Q4132169,2,2
Q4132258,9,5
Q4134901,3,2
Q4137657,21,24
Q4137890,12,2
Q4138835,10,6
Q4138987,7,3
Q41402711,7,2
Q4140662,12,2
Q4140663,16,0
Q4140670,14,2
Q4140691,19,8
Q415017,13,35
Q41505034,8,0
Q41505787,7,0
Q41523,321,155
Q4152501,2,5
Q4154083,17,12
Q4154093,8,3
Q4154625,5,1
Q415491,9,13
Q415628,18,8
Q4156968,6,3
Q4157003,14,5
Q4157442,5,3
Q4157638,4,1
Q4159575,22,8
Q4159577,22,2
Q41597651,22,5
Q41603624,19,2
Q4161224,3,5
Q4161961,8,2
Q4161962,7,0
Q4162118,15,6
Q416323,8,5
Q416384,27,32
Q4164975,12,11
Q4165042,3,2
Q41659962,3,1
Q4166048,8,1
Q4167385,8,7
Q4173274,32,9
Q41746,134,108
Q4174987,12,8
Q4175521,8,4
Q417686,20,5
Q4180114,4,2
Q418530,6,1
Q4187165,10,4
Q4187819,4,8
Q4189408,7,7
Q419115,13,2
Q419120,14,4
Q4191217,5,3
Q419156,43,30
Q4194643,6,4
Q4195583,8,2
Q4196314,1,5
Q4197958,5,2
Q4198963,4,2
Q4199454,8,1
Q4200286,7,6
Q4201094,3,2
Q420259,10,3
Q420261,7,1
Q4202635,10,7
Q420264,8,4
Q4203358,2,4
Q420533,16,17
Q4205332,15,10
Q4205397,9,5
Q42054008,12,2
Q4205466,4,6
Q4205926,7,1
Q4206055,8,2
Q42062010,7,3
Q42063304,8,2
Q4207037,7,3
Q4207124,14,15
Q4207153,5,1
Q4209828,8,9
Q42120790,9,1
Q4212374,7,12
Q4214131,4,2
Q4215622,16,13
Q421808,16,19
Q4218933,8,7
Q4219454,2,2
Q4219884,9,1
Q4219885,11,1
Q4222774,25,1
Q4223629,10,6
Q4223631,10,3
Q4223977,8,3
Q4224738,9,2
Q4224995,7,7
Q42302620,3,1
Q42306372,7,1
Q42324068,10,1
Q42325304,9,3
Q4233066,8,4
Q423424,16,11
Q42365653,7,2
Q42366108,7,2
Q42372544,9,1
Q4237581,9,7
Q42404496,16,1
Q4241912,6,2
Q4243301,5,2
Q4243368,8,8
Q42434226,30,2
Q4244294,12,4
Q4244297,5,1
Q4245702,5,1
Q4248950,8,7
Q4249092,5,1
Q4251796,5,2
Q4252130,5,1
Q4253285,7,2
Q4253978,16,5
Q425430,24,18
Q4255672,2,1
Q425627,13,6
Q4256655,7,4
Q4256709,5,2
Q425709,7,1
Q4258941,10,4
Q4259170,11,4
Q426041,11,16
Q426088,32,13
Q4261171,6,8
Q4263257,4,6
Q4263860,7,2
Q4264244,8,5
Q4266052,17,5
Q426788,17,13
Q4269984,22,2
Q4269988,26,4
Q4270014,18,2
Q4270105,16,5
Q42708477,9,1
Q42709229,8,1
Q42709250,8,2
Q42709267,7,2
Q42710540,10,1
Q427171,10,14
Q427256,6,3
Q4275700,7,3
Q4280505,17,7
Q4281243,6,3
Q4281269,8,1
Q4281777,37,3
Q4281779,19,2
Q4281785,28,6
Q4281786,17,5
Q4281787,19,3
Q4281788,18,4
Q4281824,18,2
Q4287919,11,5
Q42887,202,109
Q4289224,4,3
Q4289284,7,1
Q4289430,5,3
Q4289508,3,2
Q4289514,9,3
Q4290469,3,2
Q4290559,9,1
Q429064,18,12
Q42907494,2,1
Q4291630,7,5
Q4292726,8,6
Q429306,26,19
Q4293429,5,1
Q4297274,7,1
Q4297277,7,1
Q4298674,11,2
Q4300425,10,8
Q430157,20,22
Q430644,13,4
Q4310285,4,3
Q4311445,4,2
Q431201,43,16
Q4312791,2,1
Q431387,20,27
Q431423,42,24
Q4316850,5,1
Q432089,24,12
Q432100,32,11
Q432130,25,10
Q432416,32,15
Q43247097,3,1
Q432569,31,18
Q432578,55,4
Q432813,15,6
Q43305145,6,1
Q4331105,7,11
Q4332702,4,3
Q433332,32,13
Q433381,34,18
Q433458,45,30
Q433463,56,25
Q4334781,5,2
Q4334806,8,2
Q43349849,15,2
Q4337109,6,2
Q4337246,14,6
Q43376686,6,1
Q4340803,5,1
Q4341271,26,7
Q434246,24,29
Q4342721,8,5
Q4343853,5,2
Q4343925,10,4
Q4343930,10,2
Q4344106,9,3
Q4344593,1,1
Q434567,124,27
Q4347884,11,6
Q4348382,9,5
Q4348406,7,3
Q434874,19,9
Q434881,13,13
Q435163,81,20
Q435167,71,28
Q4352000,18,4
Q435213,48,22
Q435220,24,9
Q435226,26,12
Q435329,60,23
Q4354275,5,4
Q4354479,17,7
Q435912,15,5
Q435936,51,19
Q435946,26,7
Q43600,114,103
Q436034,67,24
Q436049,11,5
Q436299,23,9
Q436302,26,10
Q4363816,2,2
Q436391,21,5
Q4365080,5,2
Q43669,126,92
Q436718,21,5
Q4370313,5,1
Q437084,19,6
Q4371789,3,1
Q437183,26,8
Q437417,41,24
Q4375023,2,1
Q437898,62,22
Q4381823,9,3
Q4382016,10,2
Q4383214,19,3
Q4383240,23,1
Q4383448,4,4
Q4383567,2,10
Q4384648,4,4
Q4385220,5,1
Q4388732,19,7
Q43891313,9,0
Q43891318,8,0
Q43897465,3,2
Q4390883,18,24
Q4393672,3,2
Q439681,90,38
Q4396983,4,3
Q4397858,2,3
Q43985,6,6
Q43986,10,6
Q43999,152,95
Q440164,23,13
Q440230,17,26
Q440420,19,11
Q440422,15,17
Q440440,37,30
Q4404430,5,2
Q44060,7,8
Q4408014,11,8
Q4408015,9,4
Q4408851,4,1
Q4409183,2,7
Q441138,74,25
Q441173,27,9
Q4412083,3,2
Q441448,35,22
Q441460,124,33
Q4416739,24,3
Q44170,176,74
Q441774,31,15
Q441786,38,21
Q4419033,10,4
Q4419985,4,8
Q4421209,12,7
Q44221696,7,1
Q44222212,10,0
Q4424511,4,3
Q442503,33,12
Q442599,31,16
Q4426546,4,6
Q442772,22,27
Q443432,10,8
Q44416438,5,1
Q44417752,9,2
Q44418388,6,1
Q44418565,6,1
Q44419555,6,1
Q44420027,7,2
Q44420468,4,1
Q44423315,3,1
Q444285,95,28
Q4446394,5,1
Q445029,57,25
Q4450293,8,2
Q4453665,12,3
Q445752,63,18
Q445758,68,20
Q4458019,6,9
Q4458879,6,1
Q445928,58,21
Q446110,23,17
Q4461466,3,2
Q4461865,7,6
Q4463225,8,3
Q44634078,5,2
Q4464877,8,9
Q4465078,11,3
Q4465669,5,2
Q446595,119,26
Q446599,58,10
Q446659,24,22
Q446664,17,7
Q4467036,8,1
Q446830,27,14
Q4469233,6,8
Q4469612,7,2
Q447010,14,14
Q447253,16,13
Q447428,34,23
Q447687,13,6
Q447750,19,16
Q4481191,8,3
Q4482627,6,1
Q4482867,11,12
Q448351,8,14
Q4484276,16,5
Q448568,25,12
Q449248,18,5
Q4492507,8,5
Q4494578,1,4
Q449464,21,12
Q4495348,4,3
Q4495605,5,2
Q449587,29,16
Q4497520,6,1
Q449951,11,3
Q4499855,2,2
Q4501406,12,4
Q4502390,3,2
Q450375,10,9
Q45053,59,47
Q4505452,7,6
Q450556,9,7
Q450612,17,15
Q450708,76,19
Q45148466,9,14
Q451516,47,19
Q4515432,5,5
Q451550,151,36
Q451572,101,28
Q451597,77,24
Q4517523,13,4
Q4518400,3,6
Q45206867,11,1
Q452194,48,27
Q452712,31,12
Q4527363,7,1
Q4529726,7,1
Q4529779,11,3
Q453044,28,13
Q453069,24,17
Q4530734,14,6
Q4530787,7,2
Q4531268,19,1
Q453201,22,16
Q4532166,8,1
Q4532462,4,6
Q453392,22,8
Q4534463,5,3
Q4534474,10,2
Q4534476,8,2
Q453449,59,26
Q453710,29,10
Q453845,56,19
Q453916,33,26
Q45403855,13,1
Q4540477,3,5
Q45406644,12,3
Q454101,20,8
Q454108,15,10
Q454380,10,7
Q454385,10,16
Q454400,7,5
Q454408,10,8
Q45449227,11,0
Q45452,7,4
Q454946,2,8
Q454995,103,25
Q455387,6,1
Q455504,2,9
Q455523,133,31
Q456872,17,13
Q456950,49,18
Q45792,137,107
Q458108,78,25
Q45817527,7,0
Q458397,33,11
Q458437,5,3
Q458528,26,10
Q458835,16,20
Q45902301,6,0
Q45910480,6,0
Q45910483,9,1
Q459257,26,19
Q45936,216,112
Q459853,51,18
Q459857,37,19
Q460160,55,22
Q461212,43,34
Q461258,57,25
Q46132004,7,1
Q461439,51,35
Q461678,84,22
Q461688,33,19
Q461784,24,16
Q462249,58,18
Q462768,67,28
Q462978,45,19
Q462992,42,21
Q463024,4,13
Q463027,46,20
Q463034,29,19
Q463107,36,35
Q463220,18,49
Q463364,151,36
Q463600,46,20
Q463898,36,38
Q46396031,21,4
Q463973,31,17
Q464091,61,34
Q46475617,4,1
Q465074,47,22
Q465212,48,22
Q465262,37,9
Q465282,70,29
Q4662238,9,11
Q4663289,3,5
Q466572,26,37
Q466696,70,31
Q4667905,5,1
Q466882,16,40
Q467138,31,22
Q4671657,8,3
Q4672174,6,4
Q4673231,12,4
Q4674185,2,11
Q4674418,7,4
Q467466,25,35
Q4675035,9,4
Q468098,15,11
Q4684015,10,5
Q46845955,5,1
Q468622,34,21
Q4687519,15,4
Q4687553,11,2
Q4687678,8,5
Q4687704,23,4
Q4687746,53,7
Q4687786,10,4
Q4687813,8,4
Q4687914,10,1
Q4688387,14,4
Q4688534,11,3
Q4688595,10,3
Q4688768,7,6
Q4688801,5,4
Q4688836,3,2
Q468932,31,12
Q469050,37,12
Q469118,54,23
Q469127,20,19
Q4694558,2,2
Q4694723,1,5
Q4694849,3,11
Q469701,119,50
Q469714,23,22
Q4697149,6,2
Q469853,17,12
Q46991652,12,2
Q46996485,15,2
Q47005693,9,1
Q470087,37,26
Q4702724,6,3
Q4702904,8,7
Q470523,19,30
Q4705405,11,8
Q4705725,4,9
Q4706038,3,3
Q47064892,9,5
Q4707844,3,4
Q471255,14,22
Q47142482,3,7
Q47144,83,96
Q47154,268,121
Q47163,231,91
Q4716498,6,2
Q47180,225,84
Q472077,77,27
Q4721376,9,2
Q472219,42,18
Q472288,12,7
Q47231,148,94
Q472430,18,29
Q47253721,2,0
Q47254256,2,0
Q472620,84,21
Q4726821,10,4
Q472774,17,10
Q472784,26,35
Q4731181,6,11
Q473280,54,25
Q473381,28,13
Q47359292,3,0
Q47384176,8,0
Q4739149,3,4
Q4739215,2,3
Q473964,13,10
Q4740372,7,5
Q4740603,8,2
Q4740636,6,8
Q4741456,2,6
Q4741703,8,2
Q4741707,5,2
Q47453275,13,2
Q47456662,11,3
Q47463635,14,3
Q47467143,7,0
Q47468435,8,5
Q4747067,4,2
Q474838,5,2
Q474854,20,30
Q474879,12,7
Q474882,9,1
Q474888,23,19
Q4748931,4,2
Q474917,10,6
Q474920,9,1
Q474965,10,3
Q47498539,10,4
Q47501478,6,1
Q4751410,8,2
Q4752614,7,3
Q47543410,7,2
Q47552,4,13
Q475717,8,15
Q4761922,5,3
Q4769864,6,3
Q4770957,6,3
Q4771566,11,5
Q477211,15,15
Q47746,70,86
Q4775067,9,7
Q477712,4,4
Q4777138,16,3
Q4778285,9,4
Q4778558,4,5
Q4780244,16,1
Q4780368,11,4
Q4781093,13,5
Q47818,6,8
Q4784290,10,3
Q4787871,8,2
Q4789092,10,11
Q4790686,5,3
Q4791110,13,5
Q4794415,12,11
Q4796329,9,9
Q4796613,11,9
Q4803906,14,7
Q4805944,5,4
Q48078385,9,2
Q4811170,11,3
Q4812856,2,7
Q4816856,10,5
Q48174,170,67
Q4817519,11,6
Q4818098,8,5
Q4818360,11,1
Q4818878,13,5
Q4819003,6,3
Q482039,27,15
Q482042,10,6
Q482096,34,32
Q482098,12,11
Q482100,7,1
Q482101,25,17
Q482134,22,20
Q4821765,12,2
Q4825833,5,2
Q4826203,6,3
Q4826358,10,3
Q4830744,2,7
Q4831890,3,1
Q4832269,10,10
Q483451,9,5
Q4837129,10,7
Q4837273,4,5
Q483783,187,75
Q4838603,6,3
Q4838932,3,11
Q4839899,4,4
Q4840590,7,2
Q484067,7,1
Q4840892,8,6
Q4844837,13,5
Q484898,27,26
Q4850163,3,2
Q485107,14,14
Q4854681,4,1
Q485563,14,12
Q485572,10,13
Q485616,15,13
Q485806,9,8
Q485854,23,13
Q485953,40,34
Q4866211,4,4
Q48665,21,20
Q486698,52,33
Q4867325,7,3
Q486945,20,11
Q48728292,1,2
Q48732626,3,11
Q48746516,9,1
Q487468,9,4
Q487518,11,12
Q4876081,9,3
Q48774282,10,1
Q4878,6,2
Q48781304,3,0
Q48781924,3,1
Q48781966,3,1
Q48781967,2,1
Q48789957,3,1
Q48789959,2,1
Q48790102,4,1
Q48790259,2,1
Q48807563,7,1
Q48808671,6,1
Q48808963,3,1
Q48809059,16,14
Q48815739,2,2
Q48816839,3,2
Q4882584,33,5
Q4884837,3,6
Q488558,14,14
Q488621,19,15
Q488624,16,4
Q488626,19,5
Q48868720,5,1
Q48869837,5,2
Q488703,12,11
Q488707,4,1
Q48873203,22,4
Q48889078,4,0
Q48890373,9,2
Q48893507,6,1
Q48893567,6,2
Q48893576,16,3
Q48893602,14,2
Q48893931,12,3
Q48894883,6,1
Q48895678,14,2
Q48896477,5,1
Q48911978,4,1
Q4891287,7,3
Q4891678,9,4
Q4891917,2,1
Q48919906,6,1
Q4892538,11,6
Q48927924,5,1
Q48928314,7,1
Q48928315,8,1
Q48928392,5,1
Q48928552,11,3
Q48928626,12,1
Q48928628,16,1
Q48928744,4,1
Q48928745,5,1
Q48928840,4,1
Q48929239,3,1
Q48929505,6,1
Q4893098,6,3
Q4893357,14,8
Q48935152,5,1
Q48935263,5,1
Q48935266,5,2
Q48935281,4,2
Q48935282,7,2
Q48935286,7,2
Q48935305,4,1
Q48935318,4,1
Q48935384,8,1
Q48935388,8,1
Q48935392,9,1
Q48935406,5,2
Q48935467,5,1
Q48935488,6,1
Q48935491,5,1
Q48935530,6,1
Q48935551,7,2
Q48935555,8,1
Q48938175,4,1
Q4894859,5,6
Q48951974,7,4
Q48955064,5,2
Q48961773,19,1
Q4896202,3,2
Q48966196,7,1
Q4897021,14,6
Q48970836,10,9
Q4898122,4,4
Q489927,15,11
Q48995841,2,5
Q49001621,7,5
Q4902538,4,2
Q4904359,3,3
Q49095897,1,1
Q491615,14,15
Q49249777,4,1
Q492938,16,22
Q4931056,7,6
Q494511,22,54
Q4945757,8,3
Q4948789,10,5
Q494886,38,32
Q495133,11,9
Q4952193,10,5
Q496504,17,19
Q496574,23,16
Q496595,47,38
Q497285,23,24
Q497305,15,21
Q497336,17,19
Q4978275,20,10
Q4982227,4,6
Q498345,29,24
Q498412,27,26
Q498441,18,20
Q498458,15,21
Q498481,18,22
Q498506,16,20
Q498530,20,21
Q499292,12,20
Q4998063,12,3
Q500739,54,35
Q50077278,21,1
Q501667,107,31
Q502156,34,39
Q5023939,79,3
Q5023940,15,4
Q5024228,5,3
Q502900,50,19
Q50312675,4,2
Q5031617,6,2
Q503187,84,22
Q503212,26,18
Q5033161,2,3
Q503356,18,20
Q503500,12,8
Q503644,13,7
Q5039725,5,2
Q504076,33,35
Q5044177,11,5
Q504771,94,25
Q5047755,10,4
Q5047765,3,2
Q5049497,18,2
Q5050840,14,11
Q505171,10,9
Q505207,16,23
Q505341,52,19
Q5058577,8,5
Q5058907,6,2
Q505931,100,30
Q50618466,5,2
Q5063276,30,4
Q5064045,13,4
Q506540,117,26
Q506550,55,37
Q5065961,4,1
Q5066033,3,2
Q5066581,8,3
Q50672046,15,4
Q506781,68,38
Q5068434,4,5
Q507036,121,22
Q5074145,10,3
Q507578,45,22
Q5079120,33,10
Q50809711,1,1
Q508117,104,26
Q508134,45,19
Q508238,28,24
Q508294,18,21
Q50839884,5,0
Q508543,29,35
Q508571,36,29
Q5086521,11,8
Q509010,10,23
Q5090860,6,3
Q510541,15,6
Q5113800,13,7
Q5114612,9,4
Q512388,27,28
Q512493,32,14
Q512545,12,7
Q512689,11,8
Q512824,7,1
Q5129262,14,6
Q513103,15,11
Q51316046,6,0
Q513430,25,23
Q5135536,8,1
Q51371291,4,0
Q51371908,7,0
Q51380,58,19
Q5145744,1,6
Q514746,27,28
Q51475822,3,0
Q51476625,8,0
Q5149410,8,1
Q514996,18,11
Q515204,52,20
Q515226,13,3
Q515249,79,15
Q515531,12,7
Q515828,19,12
Q515834,24,17
Q51583754,6,1
Q51625,26,28
Q5163347,14,6
Q51633498,2,1
Q51666,81,38
Q51672,186,77
Q51673,188,95
Q51680,36,34
Q5171177,22,6
Q5172176,7,3
Q517380,24,16
Q5175913,14,10
Q5180034,4,3
Q5180634,5,1
Q518068,18,12
Q518098,23,3
Q5184296,13,5
Q51845575,9,3
Q51846366,9,3
Q5185729,10,2
Q5186062,12,6
Q51884885,12,1
Q51884886,11,1
Q51884887,7,1
Q51884927,6,1
Q51884928,7,1
Q51885,43,35
Q519168,12,6
Q5192720,31,8
Q5194730,7,5
Q5197359,10,5
Q5199231,4,1
Q5200183,10,4
Q5207484,1,1
Q521419,5,2
Q521446,49,19
Q521460,40,18
Q521507,42,20
Q521520,53,22
Q521552,51,22
Q52166,184,61
Q521670,49,18
Q521819,21,7
Q52218297,15,1
Q5222941,9,4
Q522299,21,4
Q5225264,4,3
Q5227664,4,2
Q5240726,4,10
Q52419468,6,1
Q5249189,14,4
Q5249685,8,4
Q5249717,7,4
Q525084,10,7
Q5250852,4,6
Q52515222,2,2
Q5252494,7,2
Q525524,10,3
Q525629,37,17
Q526000,44,28
Q52673792,5,0
Q5267628,4,4
Q5269284,2,3
Q5269429,2,6
Q5270042,3,9
Q5278015,7,2
Q5279178,6,1
Q52791788,8,1
Q5285201,3,1
Q528869,10,18
Q5295006,35,3
Q5299531,13,5
Q5300221,5,1
Q530320,13,20
Q5305098,1,1
Q5305225,16,10
Q530576,39,24
Q5307778,6,7
Q53084320,29,0
Q5309410,25,10
Q531923,57,18
Q5319593,10,3
Q5320034,4,4
Q532251,10,13
Q532315,23,14
Q5324892,3,2
Q53271809,5,0
Q5332383,13,7
Q533286,16,8
Q533755,81,24
Q533877,18,9
Q5340195,11,3
Q5348279,4,2
Q5349046,17,7
Q5349850,6,2
Q5349852,3,2
Q535008,22,11
Q535097,21,13
Q535144,13,5
Q5352200,3,2
Q5352684,4,9
Q5353948,4,1
Q535512,24,11
Q5359568,14,5
Q53606,19,17
Q5361873,19,9
Q536515,16,5
Q536522,26,12
Q5366140,33,8
Q53676313,3,1
Q53678156,2,1
Q5370167,19,5
Q537177,26,19
Q537235,52,15
Q5374949,3,2
Q5375236,14,6
Q5375414,4,2
Q537727,43,25
Q5377940,3,6
Q5379410,8,1
Q5380134,9,6
Q5381599,1,3
Q5381975,4,1
Q538201,22,11
Q5382581,9,1
Q538458,12,6
Q538539,32,15
Q5385947,11,4
Q53863877,17,0
Q539123,16,10
Q5392510,7,2
Q5398079,3,1
Q539858,12,15
Q5401647,6,4
Q5402083,3,1
Q5402571,6,3
Q540409,12,6
Q5409866,8,3
Q541061,12,9
Q5413997,4,1
Q5414012,7,2
Q5414643,8,3
Q5417179,11,3
Q541979,27,31
Q542038,59,16
Q5420635,16,6
Q5420647,15,6
Q542065,21,22
Q542356,17,21
Q542658,14,14
Q542710,46,11
Q5427629,16,7
Q542769,23,8
Q542914,17,26
Q543134,7,13
Q543296,16,7
Q543359,23,12
Q54370138,20,0
Q54370206,18,0
Q5437875,8,9
Q543853,33,24
Q544062,15,4
Q5443387,2,3
Q5443405,17,8
Q544348,18,4
Q544363,22,8
Q544382,31,14
Q544399,14,7
Q544421,12,4
Q544494,18,5
Q544590,4,7
Q544717,19,9
Q544909,37,10
Q544988,20,5
Q545003,17,6
Q545114,62,13
Q545141,24,9
Q545212,5,6
Q545254,8,11
Q545264,8,9
Q545266,22,10
Q54553351,24,0
Q54563381,6,0
Q545755,12,4
Q5458123,13,1
Q5458125,14,1
Q5458140,15,3
Q5458141,17,1
Q545857,19,5
Q546375,14,7
Q546590,61,78
Q546629,36,12
Q54666951,6,0
Q54666953,5,0
Q547105,28,25
Q547197,21,9
Q547354,15,11
Q547698,4,2
Q5477362,15,4
Q54810406,5,1
Q548353,7,8
Q548380,22,7
Q548539,30,13
Q548832,26,13
Q5488708,10,4
Q5490050,3,8
Q5490755,23,2
Q549132,28,11
Q5494407,4,3
Q549880,36,18
Q550088,4,4
Q550450,28,13
Q550560,46,20
Q550616,39,17
Q55073720,8,1
Q55096212,8,0
Q551225,34,17
Q551516,36,18
Q5516343,3,1
Q551668,76,21
Q5517418,22,7
Q5517422,24,9
Q5517429,17,7
Q5517432,29,6
Q5517437,20,5
Q5517438,16,4
Q5517440,22,4
Q5517441,25,8
Q5517450,24,3
Q5517453,29,5
Q5517477,23,7
Q5517482,20,3
Q5517487,20,3
Q5517954,6,2
Q5518406,14,10
Q552125,20,20
Q552717,10,21
Q55281299,8,0
Q55281301,6,0
Q55286323,5,2
Q55287285,6,0
Q55287297,8,0
Q55287298,6,0
Q55297639,10,1
Q553141,3,2
Q55317915,10,1
Q55323614,8,0
Q5533133,21,8
Q553520,64,27
Q55380476,6,2
Q55403968,7,0
Q55410919,7,0
Q55412260,6,0
Q55413484,4,0
Q55414765,9,1
Q55414783,7,0
Q55421278,7,0
Q55421302,8,0
Q55421303,7,0
Q55421369,10,0
Q55421412,7,0
Q55436726,11,1
Q554387,121,24
Q554401,24,9
Q554603,34,22
Q55485303,6,0
Q55521245,9,1
Q55527383,14,2
Q5555131,8,4
Q555521,38,23
Q55590329,6,0
Q55590351,8,1
Q55590418,8,0
Q55590468,5,0
Q55590474,6,0
Q55590493,4,0
Q55590497,6,0
Q55610968,6,2
Q55613267,6,7
Q55616629,6,6
Q55619204,8,1
Q55632760,8,3
Q55635840,10,2
Q55637249,5,1
Q55663885,5,0
Q5567263,9,3
Q55685958,6,0
Q55694646,6,1
Q55694991,7,1
Q55695188,11,1
Q55695189,8,1
Q55695254,8,1
Q55695287,9,2
Q55695301,7,1
Q55695306,7,2
Q55695399,6,1
Q55696751,8,1
Q55697121,11,1
Q55697939,9,3
Q55697945,5,1
Q55698102,6,1
Q557052,26,9
Q55707702,9,1
Q55707732,6,1
Q55707882,9,1
Q55715566,4,1
Q55732214,7,2
Q55732608,29,2
Q55732781,33,2
Q557405,73,24
Q5576009,6,9
Q55791963,2,0
Q55792368,4,0
Q55792792,8,0
Q55802221,10,1
Q55803636,5,0
Q55806874,3,0
Q55809760,6,1
Q55810471,8,0
Q55813594,8,0
Q55814369,10,0
Q55815456,15,0
Q55815624,11,0
Q55816153,6,0
Q55832253,19,1
Q55833708,4,0
Q55834957,8,3
Q55836507,8,0
Q55836509,4,0
Q55836513,9,0
Q558402,30,12
Q55842596,2,1
Q55853786,7,0
Q55854121,7,0
Q55855188,5,1
Q55855533,4,0
Q55855535,6,0
Q55857244,9,0
Q55857733,12,0
Q55858386,6,0
Q55862382,5,0
Q558770,23,20
Q5591544,2,3
Q559224,26,25
Q559304,8,5
Q55957981,8,0
Q559621,14,21
Q55962319,6,0
Q55964491,8,1
Q55964567,5,0
Q55964636,7,1
Q55964637,6,0
Q55965937,5,0
Q559731,51,23
Q55973572,6,0
Q55973606,9,0
Q55973867,6,0
Q55974066,7,0
Q5597629,4,1
Q55977473,6,0
Q55978780,4,0
Q55978959,5,0
Q55978993,6,0
Q55979381,3,0
Q559874,58,18
Q559936,35,27
Q55996281,9,0
Q55996286,7,0
Q55996294,8,0
Q55999230,7,1
Q560157,26,31
Q56027580,3,1
Q56036745,4,0
Q560382,13,11
Q56046846,6,0
Q56056974,5,0
Q56064345,12,4
Q56064712,5,0
Q56064847,2,0
Q560832,26,10
Q56098761,5,0
Q56098918,8,0
Q56099053,4,1
Q56099564,6,0
Q56099929,5,0
Q56101095,9,0
Q56125227,5,0
Q561316,24,24
Q561367,49,21
Q56152419,7,0
Q56152551,6,0
Q56153963,5,0
Q56162605,5,0
Q56162726,6,0
Q561705,43,17
Q561901,36,20
Q5619529,7,3
Q56200312,2,0
Q56206086,7,0
Q56224238,8,1
Q56233205,4,0
Q5623747,20,17
Q562394,17,19
Q56240735,6,0
Q56240736,4,0
Q56240737,8,1
Q56240738,6,0
Q56240740,6,0
Q56240751,3,0
Q56246020,4,0
Q56246129,5,0
Q56246406,5,0
Q56246407,4,0
Q5625536,5,2
Q56255638,5,0
Q56293148,2,1
Q5636812,9,5
Q56374353,3,1
Q56374356,2,1
Q56374438,2,1
Q5638360,10,2
Q56398913,3,1
Q56399065,2,3
Q56399066,1,3
Q56399071,1,1
Q56399073,1,1
Q56400234,2,0
Q56402974,2,1
Q5640489,7,2
Q56407704,2,0
Q564181,14,5
Q56421159,9,18
Q56428127,3,0
Q56435150,4,0
Q56435423,9,0
Q56435820,4,0
Q56452104,7,0
Q56452106,5,0
Q56452108,6,0
Q5648155,3,3
Q56524033,6,1
Q56524049,51,1
Q56584053,5,1
Q5659862,1,0
Q56613301,5,0
Q56630729,5,0
Q5663136,9,1
Q56634359,4,0
Q56634453,7,2
Q56641011,6,0
Q56653860,9,3
Q5666548,3,20
Q5666614,14,2
Q5669189,2,1
Q56697600,3,0
Q56703482,8,0
Q56703654,6,0
Q5672024,3,1
Q56728844,5,1
Q56734041,5,1
Q56749570,4,0
