qid,n_statements,n_sitelinks
Q126901871,4,0
Q126901874,6,0
Q126902044,4,0
Q126902064,5,0
Q126902867,4,0
Q126902869,4,0
Q126902885,5,0
Q126902900,4,0
Q126902917,6,0
Q126902922,6,0
Q126902972,5,0
Q126903077,4,0
Q126913801,5,0
Q126913809,5,0
Q1269165,12,4
Q126924553,3,0
Q1269324,17,10
Q126935768,6,0
Q1269387,14,13
Q126945536,6,0
Q126947481,4,0
Q126947489,5,0
Q126947503,6,0
Q126947654,5,0
Q1269660,32,12
Q1269721,14,4
Q1270192,23,11
Q127038384,8,0
Q1270769,8,1
Q1270978,21,13
Q1271002,15,10
Q12711673,4,1
Q127127,8,10
Q1271565,10,5
Q12719645,11,4
Q12720057,4,2
Q1272053,12,7
Q127257441,10,1
Q127257461,10,1
Q127257476,10,1
Q127257518,10,1
Q127257583,8,1
Q127257671,10,1
Q127257699,10,1
Q12726558,3,2
Q127267550,16,0
Q127290129,5,1
Q127325483,9,1
Q127327721,15,0
Q127327727,15,0
Q127327840,15,0
Q127328739,5,0
Q127328907,5,0
Q12735987,5,1
Q12741304,1,2
Q127417113,3,2
Q12741958,3,1
Q127429204,16,0
Q127429211,17,0
Q127454626,15,0
Q127460212,17,0
Q127472470,6,1
Q1274785,43,14
Q12748274,9,2
Q12748334,9,1
Q12748376,5,1
Q12748391,5,2
Q12748409,8,3
Q12748856,7,1
Q12750238,13,2
Q127504522,7,2
Q12750544,5,2
Q1275070,19,12
Q12751045,8,3
Q1275140,19,24
Q12751527,9,1
Q12751541,4,1
Q12751581,6,1
Q12751644,4,1
Q12751671,20,5
Q12752432,7,2
Q12752441,2,1
Q12752732,10,7
Q12752798,8,1
Q1275409,67,17
Q12754448,7,1
Q12754463,12,5
Q12754538,10,6
Q1275480,37,15
Q12755124,12,7
Q12755125,7,1
Q12755131,4,1
Q1275669,25,14
Q12757032,8,4
Q12757138,5,1
Q12757284,9,9
Q12757289,2,1
Q12758176,7,2
Q1275952,26,19
Q12760056,10,11
Q12760076,10,2
Q12760106,8,1
Q1276014,18,16
Q12760231,11,2
Q12760567,5,1
Q12760862,8,3
Q12760878,7,2
Q12761989,8,4
Q12762159,6,1
Q12762435,7,2
Q12762572,9,1
Q12762664,8,1
Q12764674,6,1
Q1276477,17,20
Q12765189,12,5
Q12765504,10,1
Q12765554,6,3
Q12765778,5,1
Q12765931,7,1
Q12766117,6,1
Q12766862,7,3
Q12767272,6,1
Q12769166,7,1
Q12769819,6,1
Q12769972,8,1
Q12770183,3,1
Q12773129,13,4
Q12773270,7,3
Q1277328,14,14
Q12774686,9,3
Q1277551,9,17
Q1277564,12,18
Q127782068,8,1
Q127782088,7,1
Q127786731,15,0
Q1278123,21,20
Q12788163,2,1
Q1278967,73,17
Q12789837,2,1
Q127922830,5,1
Q12793206,3,1
Q12793286,2,1
Q12794446,3,1
Q127947572,3,1
Q127948072,19,0
Q127948112,19,0
Q127948154,19,0
Q12796210,2,3
Q127962438,4,1
Q12796249,3,1
Q12796254,3,1
Q127968155,6,0
Q127973259,7,0
Q12797528,3,1
Q1280148,30,15
Q1280277,10,3
Q1280296,23,14
Q1280297,18,4
Q12803111,3,1
Q128033759,2,1
Q128035500,3,1
Q1280448,19,21
Q1280701,3,1
Q1280702,5,4
Q1280725,15,10
Q1280736,25,19
Q128091,3,15
Q1280966,9,8
Q1280987,23,10
Q1281052,12,12
Q1281219,5,3
Q1281309,6,2
Q1281352,18,12
Q128176,118,83
Q1281973,4,1
Q128199520,5,1
Q128199902,4,1
Q12820856,3,1
Q1282306,12,16
Q1282817,10,9
Q1283518,51,14
Q1283524,27,14
Q1283531,19,8
Q1283535,31,15
Q1283545,37,14
Q1283550,23,13
Q1283576,32,15
Q128395980,4,0
Q1284490,26,15
Q1284497,23,15
Q12847,40,40
Q12848679,3,1
Q128538,133,95
Q1285426,20,20
Q1285522,25,12
Q1285812,9,9
Q128602510,4,0
Q128602597,4,0
Q128605429,5,0
Q128605822,5,0
Q128610433,5,0
Q1286112,8,8
Q128611279,3,0
Q128611442,3,0
Q128612107,5,0
Q128612546,7,0
Q128615389,4,0
Q128615800,2,0
Q128616065,3,0
Q12861642,7,1
Q12861864,14,8
Q12862576,3,2
Q12862583,3,2
Q12862768,3,2
Q12863064,3,1
Q12863137,3,1
Q12863182,5,2
Q12863661,3,2
Q12863875,3,2
Q128646009,9,0
Q12866026,3,2
Q12866069,3,1
Q12866507,3,2
Q1286702,9,16
Q12868127,3,2
Q12868399,3,2
Q12869148,3,2
Q128694317,19,0
Q12871441,1,1
Q12871565,4,2
Q12872376,3,1
Q12872377,11,2
Q12872396,9,1
Q12872397,6,2
Q12872407,5,1
Q12872410,3,1
Q12872539,2,1
Q12872556,3,1
Q12872565,8,1
Q12872571,8,4
Q12872574,3,2
Q12872578,9,1
Q12872871,9,2
Q12872915,7,1
Q12872921,4,1
Q12872985,11,2
Q12873009,5,1
Q12873026,7,1
Q12873040,4,1
Q12873052,11,3
Q12873053,6,1
Q12873058,6,1
Q12873065,17,5
Q12873066,7,2
Q12873129,8,1
Q12873234,8,2
Q12873245,9,1
Q12873255,14,6
Q12873261,4,1
Q12873353,8,1
Q12873360,7,3
Q12873400,5,1
Q12873415,5,1
Q12873468,7,2
Q12873481,7,1
Q12873484,9,2
Q12873486,9,1
Q12873965,15,6
Q12873977,14,7
Q12874093,7,1
Q12874168,7,2
Q12874230,4,1
Q12874311,9,2
Q12874911,5,2
Q12875423,5,1
Q12875424,6,1
Q12875490,3,1
Q12875569,7,1
Q12875576,5,3
Q12875808,3,1
Q12875814,6,1
Q12875817,6,3
Q12875832,6,1
Q12875835,5,1
Q12875857,3,1
Q12876434,8,2
Q12876506,13,9
Q12876784,8,2
Q12877102,2,1
Q12877108,5,3
Q12877146,6,1
Q12877296,11,1
Q12877329,9,2
Q12877345,8,1
Q12877346,3,1
Q12877384,9,5
Q12877389,7,2
Q12877390,3,1
Q12877413,5,1
Q12877440,10,2
Q12877446,7,1
Q12877472,2,1
Q12877646,12,6
Q12877797,3,1
Q12877823,6,2
Q12877969,5,1
Q12877978,4,1
Q12878003,3,1
Q12878021,2,1
Q12878068,2,1
Q12878149,7,2
Q12878181,9,3
Q12878192,4,2
Q12878193,5,2
Q12878200,5,1
Q12878236,9,1
Q12878261,4,1
Q12878265,8,1
Q12878266,2,1
Q12878269,2,1
Q12878271,13,1
Q12878274,12,6
Q12878452,8,1
Q12878479,7,4
Q12878573,13,12
Q12878574,10,2
Q12878581,5,1
Q12878645,4,1
Q12878672,12,8
Q12878717,7,2
Q12878780,2,1
Q12878810,7,3
Q12879004,3,1
Q12879039,6,2
Q12879057,4,1
Q12879064,8,3
Q12879132,9,4
Q12879143,8,1
Q12879147,8,2
Q12879401,8,3
Q12879535,12,1
Q128796369,18,0
Q12879770,9,2
Q12879790,8,3
Q12879792,10,2
Q12879793,5,1
Q12879977,11,5
Q12879978,3,1
Q12879979,3,1
Q12879991,2,1
Q12880012,7,2
Q12880019,11,1
Q12880064,3,1
Q12880070,9,2
Q12880073,11,2
Q12880082,5,3
Q12880246,9,3
Q12880258,7,1
Q12880323,6,1
Q12880510,7,1
Q12880560,4,1
Q12880670,7,1
Q12880857,6,1
Q12880867,5,1
Q12881148,12,1
Q12881223,10,1
Q12881362,4,1
Q12881374,6,2
Q12881393,5,1
Q12881402,5,2
Q12881404,12,6
Q12881408,6,1
Q12881440,6,1
Q12881464,4,1
Q12881693,4,1
Q12881707,9,7
Q12882012,4,1
Q12882096,8,4
Q12882100,5,1
Q12882104,3,1
Q12882112,6,1
Q12882259,1,1
Q12882366,6,1
Q12882395,3,2
Q12882487,8,3
Q12882494,3,1
Q12882571,6,1
Q12882668,7,1
Q128827370,3,0
Q128828284,3,0
Q128828419,3,0
Q128828907,4,0
Q128829407,3,0
Q128829742,3,0
Q128829870,4,0
Q128830205,3,0
Q128830682,4,0
Q128831026,4,0
Q12883286,9,2
Q12883447,8,5
Q12883477,12,6
Q12883613,13,7
Q12883629,4,1
Q12883631,4,1
Q12883734,2,1
Q12883748,3,1
Q12883752,5,1
Q12883953,4,1
Q12883986,3,1
Q12883998,3,1
Q12884009,3,1
Q12884060,5,1
Q12884062,3,1
Q12884067,2,1
Q12884118,4,1
Q12884159,6,2
Q12884161,4,1
Q12884196,7,1
Q12884217,2,1
Q12884267,3,1
Q12884268,8,2
Q12884286,4,1
Q12884293,4,2
Q12884306,5,1
Q12884315,3,1
Q12884331,2,1
Q12884411,5,1
Q12884412,8,3
Q12884481,6,3
Q12884504,2,1
Q12884860,5,1
Q12885023,7,2
Q12885027,4,1
Q12885245,10,4
Q12885284,8,2
Q12885291,4,1
Q12885295,2,1
Q12885497,5,1
Q12885608,3,1
Q12885609,4,1
Q12885610,10,4
Q12885680,9,4
Q12885691,11,2
Q12885763,2,1
Q12885905,4,1
Q12885984,6,1
Q12885987,9,2
Q12886015,4,1
Q12886083,4,3
Q12886258,10,3
Q1288917,25,2
Q128900448,2,0
Q128900636,7,0
Q128903579,5,0
Q128903893,4,0
Q128904347,4,0
Q128904373,3,0
Q128908760,5,0
Q128911117,3,0
Q128911395,5,0
Q128912472,5,0
Q1289166,22,12
Q128918897,4,0
Q128919086,3,0
Q128920338,4,0
Q128920985,5,0
Q128921248,6,0
Q1289213,19,20
Q128922328,5,0
Q1289292,25,12
Q1289301,25,14
Q1289333,24,12
Q12898582,16,5
Q12898684,11,7
Q12898698,13,7
Q12898780,12,6
Q12898817,9,3
Q128988932,7,0
Q12898908,10,4
Q12899143,11,4
Q12899333,4,1
Q12899376,11,3
Q12899377,29,2
Q12899465,4,1
Q12899524,10,3
Q128995961,2,1
Q12899635,4,2
Q12899636,12,6
Q12899696,12,4
Q12899700,11,3
Q12899740,12,6
Q12899764,4,2
Q12899799,12,3
Q12899823,14,4
Q12899825,3,2
Q12899827,13,6
Q12899828,11,4
Q12899831,4,2
Q12899836,11,4
Q12900010,12,3
Q12900082,14,4
Q12900083,12,6
Q12900093,12,4
Q12900094,13,4
Q12900215,4,2
Q12900271,11,6
Q12900273,10,4
Q12900349,10,4
Q12900350,11,6
Q12900353,10,6
Q12900788,8,3
Q12900813,3,3
Q12900846,14,4
Q12900851,17,8
Q12900929,9,2
Q12901014,14,4
Q12901018,4,1
Q12901294,11,3
Q12901493,5,4
Q12901503,10,5
Q12901556,10,6
Q12901568,10,6
Q12901963,2,1
Q12902665,8,3
Q12904745,4,1
Q12904817,4,1
Q12905020,4,1
Q12906135,1,1
Q1290635,4,1
Q1291457,18,16
Q129167544,3,0
Q129167565,2,0
Q129167577,4,0
Q129167632,5,0
Q129167766,3,0
Q129168,8,7
Q129168149,4,0
Q129168258,6,0
Q129176906,2,1
Q1292169,35,15
Q129254851,5,0
Q129254931,4,0
Q129254982,3,0
Q129261099,6,0
Q129261187,4,0
Q129261291,5,0
Q129261318,4,0
Q129261406,6,0
Q129261937,4,0
Q129261962,4,0
Q129262028,4,0
Q129262049,6,0
Q129262067,6,0
Q129262119,3,1
Q129262270,4,0
Q129262327,4,0
Q129262368,5,0
Q129262381,5,0
Q129262527,5,0
Q129262814,3,0
Q129262821,5,0
Q129262984,1,1
Q129263068,5,0
Q129263818,3,0
Q129263863,5,0
Q129263873,6,0
Q129263886,3,0
Q129263960,4,0
Q129263974,4,0
Q1292730,12,21
Q1292797,7,12
Q12934910,4,3
Q1293930,27,17
Q129408577,3,1
Q129408583,3,1
Q129408591,3,1
Q129408720,3,2
Q1294873,23,16
Q12948751,2,1
Q1294888,20,16
Q1295433,7,2
Q1295435,11,11
Q1295695,6,2
Q12957423,3,1
Q12957462,3,1
Q12957507,2,1
Q12957885,3,2
Q129603,21,23
Q1296083,23,9
Q12967602,3,1
Q12971074,4,1
Q12975146,2,1
Q12975749,4,7
Q12976752,5,1
Q12977478,1,1
Q12980632,3,8
Q12981129,4,2
Q129866,81,82
Q1299128,9,14
Q1300185,29,4
Q1300235,11,3
Q1300562,9,16
Q13017759,6,8
Q1301972,16,17
Q130221089,4,0
Q130226596,4,1
Q1302527,4,11
Q13026365,3,5
Q1302646,9,19
Q1302881,5,2
Q130342881,4,0
Q1303572,3,3
Q1303653,22,12
Q130386221,5,0
Q1304139,7,6
Q1304326,4,2
Q1304531,17,15
Q13048373,2,2
Q130485089,2,1
Q130526180,4,1
Q13052984,4,3
Q130545,14,11
Q13055196,4,1
Q130603472,2,1
Q130604152,4,1
Q130615183,3,0
Q130615508,4,0
Q130623888,5,0
Q130625634,3,0
Q130629212,3,0
Q130690936,2,1
Q130705979,5,0
Q13072826,24,7
Q130760432,2,1
Q1307610,11,2
Q130832,112,86
Q1308450,15,2
Q130890,109,79
Q13092826,3,1
Q13098084,4,1
Q131008268,3,2
Q13101643,4,1
Q13103644,2,2
Q131070904,4,0
Q131101598,4,0
Q131103883,4,0
Q131104156,3,0
Q131104254,4,0
Q131104752,5,0
Q131105169,4,0
Q131106932,4,0
Q131143953,3,1
Q131157,96,56
Q1311613,4,2
Q131178452,9,1
Q131191262,8,1
Q1312102,5,1
Q13125412,5,2
Q13126448,2,1
Q13126456,3,1
Q13126872,1,1
Q1312704,8,1
Q13128583,2,1
Q13128911,1,1
Q131301488,4,1
Q131346,90,76
Q131351,77,61
Q131367505,2,1
Q131367512,2,1
Q1314034,18,1
Q13140909,1,1
Q13141770,16,7
Q131422115,7,0
Q13144199,3,1
Q131445,56,45
Q131543451,4,0
Q13156677,14,11
Q131578029,1,1
Q131588,81,70
Q131588469,2,1
Q131602974,4,1
Q131624463,1,1
Q131630730,7,1
Q131631475,7,1
Q131651,76,62
Q13165641,2,1
Q1316633,31,44
Q131673781,7,1
Q131674836,4,0
Q131676115,3,0
Q13168350,5,1
Q131694431,8,1
Q13169458,2,1
Q131716640,4,0
Q131720361,1,1
Q1317369,9,5
Q13173787,2,1
Q13174534,3,1
Q131745347,4,0
Q131764959,2,1
Q131764973,2,1
Q131765004,2,1
Q131765015,2,1
Q13176815,2,1
Q1318099,13,25
Q1318307,18,18
Q131833,12,6
Q131835834,4,1
Q1318576,14,3
Q131857984,1,1
Q131904115,7,1
Q13191018,2,1
Q131912118,6,1
Q13191360,1,1
Q1319159,8,1
Q131927289,11,0
Q131940922,2,1
Q13196481,2,1
Q1319783,11,4
Q1319998,11,2
Q1320718,120,84
Q13212284,2,1
Q1321284,6,8
Q132132214,5,1
Q132157690,3,1
Q132174834,5,0
Q132184667,3,1
Q132193846,1,2
Q132195021,5,0
Q132195668,3,1
Q1322319,11,8
Q1322674,9,25
Q13233212,10,9
Q1323463,12,31
Q132409480,1,1
Q1324352,14,6
Q132451587,4,1
Q1325009,19,7
Q1325311,7,2
Q1325766,7,1
Q1325787,23,13
Q1325789,24,10
Q1326394,11,1
Q1326748,5,1
Q132677386,2,0
Q132745675,4,1
Q1328244,14,4
Q1328257,14,15
Q1328260,17,14
Q1328289,12,3
Q132852766,2,1
Q1329293,9,4
Q1329310,70,12
Q1329741,18,3
Q1330532,28,27
Q1330702,11,13
Q133079633,6,0
Q133097744,4,1
Q1331212,13,16
Q1331224,14,17
Q133252663,3,1
Q133285496,4,1
Q1332949,31,20
Q1333846,26,30
Q1333887,23,28
Q1334087,18,19
Q133501754,6,0
Q133505245,3,1
Q133571076,3,1
Q1336476,11,11
Q1336593,21,16
Q133664286,1,1
Q133673338,1,1
Q1337269,8,2
Q1337525,5,1
Q13375832,5,1
Q13375989,5,2
Q1337820,12,8
Q133796594,4,1
Q133804859,4,0
Q133809089,1,1
Q133816596,3,1
Q133822673,2,1
Q133829937,3,0
Q1338377,29,13
Q133838830,3,1
Q133842754,3,1
Q133843705,2,1
Q133858712,6,1
Q133871479,3,1
Q133873412,4,1
Q133886820,8,1
Q1338903,24,8
Q1338934,23,7
Q1339771,55,12
Q13404175,3,4
Q1340569,7,19
Q1340775,38,12
Q134078677,12,0
Q134078785,13,0
Q134079299,15,0
Q1340816,25,20
Q13408695,8,1
Q13409873,28,7
Q13410930,81,12
Q13419376,7,1
Q13419473,4,1
Q13424696,6,8
Q1342625,25,7
Q13426498,20,11
Q13426522,20,7
Q13427712,21,4
Q134291011,5,0
Q134291831,5,0
Q134291876,5,0
Q134297110,6,0
Q13430505,5,1
Q134306945,4,0
Q134316079,3,1
Q1343395,22,4
Q1343776,11,8
Q1344011,11,8
Q13442268,6,1
Q13442310,6,3
Q13442311,9,9
Q134425797,1,1
Q1344358,7,26
Q134447107,3,1
Q134461,291,94
Q134486112,5,2
Q1345109,11,10
Q134511080,2,2
Q1345437,27,12
Q134598536,6,0
Q1346086,21,11
Q1346397,12,4
Q1346944,7,2
Q134698204,2,1
Q134699227,2,0
Q134699247,2,0
Q1347034,6,1
Q1347038,7,1
Q1347041,9,2
Q1347046,14,8
Q134708646,3,0
Q134709694,3,0
Q134709758,4,0
Q134711418,2,0
Q134711425,2,0
Q134711785,2,0
Q1347121,10,1
Q134716162,2,0
Q134716178,2,0
Q134716200,2,0
Q134716214,2,0
Q134716243,2,0
Q134716275,1,0
Q1347202,20,7
Q134728058,3,1
Q1347519,3,1
Q134756,77,69
Q1347568,31,17
Q13479304,16,2
Q134885799,6,0
Q134891938,6,0
Q1348937,27,10
Q1349003,14,31
Q134960053,2,1
Q134966314,1,0
Q134968411,4,0
Q1349772,16,23
Q1349817,52,17
Q134983245,2,0
Q134985317,18,1
Q135003910,3,0
Q1350074,9,7
Q135010783,12,1
Q135018311,3,1
Q135092220,4,1
Q13510182,10,2
Q1351021,33,10
Q135102436,2,1
Q1351034,26,11
Q1351420,66,21
Q135188987,3,1
Q1351992,13,19
Q135224,43,42
Q135234473,12,1
Q135241795,2,0
Q1352687,23,12
Q135271288,5,1
Q135273194,2,0
Q135273202,2,0
Q135273218,2,0
Q135273233,2,0
Q135273238,2,0
Q135284917,2,1
Q135336041,5,1
Q1353705,18,18
Q1353815,19,20
Q1354136,10,11
Q135415838,1,1
Q135415925,1,1
Q135419531,9,1
Q1354248,3,9
Q135427077,1,1
Q135432018,5,3
Q135457680,2,1
Q135460,8,3
Q135473146,4,0
Q135473156,3,0
Q135473167,3,0
Q135473180,4,0
Q135473190,4,0
Q135473214,4,0
Q135473245,6,0
Q135473276,6,0
Q135473416,4,0
Q135479640,4,0
Q135479687,4,0
Q135479720,4,0
Q135482356,3,1
Q135527586,6,1
Q135639916,3,1
Q135658889,13,0
Q13566990,6,2
Q1356736,13,10
Q1358052,7,3
Q13581387,9,3
Q1358824,35,17
Q1358973,13,17
Q1359090,21,14
Q1359509,34,11
Q1360322,17,6
Q1361453,4,1
Q1361804,14,5
Q1362409,22,22
Q13635441,15,9
Q1364198,23,7
Q13642389,3,8
Q1364282,2,1
Q1365076,24,7
Q1365457,21,14
Q13667632,3,1
Q1367257,35,12
Q1367860,14,20
Q1367871,11,13
Q1367921,4,2
Q1369527,59,19
Q1370654,18,14
Q1371026,12,14
Q1371114,18,3
Q1372039,12,6
Q1372112,13,2
Q1372117,8,2
Q1372119,12,1
Q1372188,8,2
Q1372230,8,3
Q1372259,15,14
Q1372305,7,3
Q1372307,8,1
Q1372311,7,2
Q1372323,20,12
Q13725341,6,3
Q1372970,30,11
Q1373647,10,2
Q1373648,11,10
Q1373650,9,1
Q1373992,14,13
Q1374026,4,1
Q1374110,10,7
Q1374140,10,2
Q1374191,7,1
Q1375640,18,5
Q13762328,2,1
Q1376386,13,10
Q1376454,25,15
Q1376489,30,15
Q1376552,21,9
Q1377131,8,1
Q1378335,19,26
Q1378407,15,12
Q1378429,10,3
Q1378437,8,4
Q1378445,14,8
Q1378450,11,4
Q1378452,15,8
Q1378457,10,19
Q1378458,17,8
Q1378466,21,6
Q1378472,11,10
Q1378477,10,4
Q1378478,3,1
Q1378483,9,1
Q1378487,7,1
Q1378489,11,2
Q1378490,6,1
Q1378496,5,1
Q1378499,4,1
Q1378505,10,3
Q1378516,5,3
Q1378531,7,1
Q1378537,7,2
Q1378541,11,2
Q1378543,10,1
Q1378547,5,1
Q1378551,9,2
Q1378552,8,2
Q1378556,18,9
Q1378562,13,4
Q1378566,13,13
Q1378570,6,1
Q1378572,4,1
Q1378581,7,1
Q1379677,30,13
Q138060,7,11
Q138151,8,4
Q1381684,14,4
Q1381908,13,5
Q1385205,24,14
Q1385233,17,13
Q1385296,36,15
Q1385959,24,13
Q1386394,15,19
Q1387135,13,12
Q1387162,9,10
Q13872109,2,4
Q138724,26,13
Q1387449,17,12
Q1387652,5,2
Q1388093,10,7
Q138836,32,18
Q1388835,13,2
Q1389473,7,1
Q13896704,2,1
Q1390986,40,13
Q1391069,21,12
Q1392884,14,8
Q1393041,5,2
Q1393416,11,11
Q1393712,7,4
Q1395752,17,17
Q13974234,2,2
Q1397542,20,23
Q139792,51,37
Q139797,14,13
Q1398,328,239
Q1398261,22,18
Q1399121,53,15
Q1399138,30,7
Q1399513,25,12
Q1399655,5,1
Q1400135,20,11
Q1400413,12,17
Q140095,11,6
Q1401126,54,17
Q1401858,12,9
Q140220,26,6
Q1403639,13,5
Q1404904,10,3
Q1405,312,239
Q1405006,5,2
Q1405629,13,41
Q1405823,18,37
Q1406849,8,2
Q1407,220,116
Q1408128,10,6
Q1408258,8,8
Q1409,201,129
Q1411,221,107
Q1411680,21,15
Q1413,227,135
Q1413020,25,22
Q1414,162,90
Q1414119,11,13
Q1414982,27,4
Q1415180,21,21
Q1416,136,87
Q1416469,3,11
Q1417,136,83
Q1417142,6,3
Q1417968,23,16
Q14183768,12,1
Q1419,190,111
Q1419059,20,23
Q1419104,19,26
Q1419140,25,21
Q14195804,13,2
Q1420056,13,5
Q1421,157,101
Q1421896,18,18
Q1422008,3,7
Q1422535,13,8
Q1422648,18,15
Q1422908,8,2
Q1423,176,95
Q1424,136,81
Q1424578,6,1
Q1424817,17,19
Q1425,237,114
Q1427,242,110
Q142739,28,23
Q1427547,6,1
Q1427573,15,9
Q1427622,7,3
Q1427875,14,29
Q1427930,10,15
Q1428276,17,20
Q1428619,6,1
Q1429,204,92
Q1431067,8,10
Q1431607,12,2
Q1431753,5,1
Q14321610,21,10
Q14324181,11,1
Q14329405,7,2
Q1433355,13,6
Q1433955,10,3
Q1436613,6,3
Q14366414,6,1
Q143880,44,38
Q14406445,5,14
Q1443667,7,6
Q1444498,9,10
Q1444755,3,7
Q1444787,1,1
Q14456351,13,5
Q1445864,15,12
Q1446575,10,3
Q1450134,5,1
Q1451021,9,5
Q145212,17,20
Q1452894,9,3
Q1455141,10,2
Q1455747,23,26
Q1456409,16,25
Q14565968,9,4
Q1456741,10,16
Q1458377,5,10
Q1458587,19,22
Q14590069,7,3
Q14601860,8,1
Q14601881,5,1
Q14601907,10,3
Q14601959,6,1
Q14602040,10,6
Q14602056,7,3
Q14602065,9,2
Q1462644,15,20
Q1463103,12,12
Q146313,37,69
Q1463858,6,23
Q14656805,9,7
Q1465809,9,4
Q1466343,31,25
Q1466824,17,20
Q14690266,10,3
Q1469237,30,24
Q1469412,9,20
Q1469456,18,22
Q1469494,6,9
Q14702439,12,2
Q14702443,8,4
Q14702504,4,1
Q14702573,8,1
Q1471454,17,18
Q1471633,20,12
Q1472311,22,7
Q1472590,7,8
Q1473554,9,15
Q1473843,23,6
Q1474700,11,11
Q1475354,5,2
Q1475386,11,9
Q1475776,14,19
Q1475832,17,7
Q1476493,5,2
Q1476546,5,3
Q1477143,12,8
Q1477743,7,2
Q1478155,8,4
Q1478744,11,7
Q148368,8,9
Q14852482,23,14
Q1486759,7,2
Q1488658,14,6
Q1489349,13,3
Q14906486,4,2
Q1490961,4,7
Q1491308,16,6
Q1491310,7,1
Q1491402,4,6
Q1491410,15,2
Q1491426,26,3
Q1491428,18,3
Q1491441,10,3
Q1491444,22,8
Q1491467,23,7
Q1491470,18,10
Q1491471,12,2
Q1491473,64,12
Q1491483,37,9
Q1491488,40,8
Q1491494,20,5
Q1491495,25,10
Q1491516,23,4
Q1491528,25,5
Q1491541,20,7
Q1491552,11,10
Q14915797,7,3
Q1491721,10,2
Q1492866,43,16
Q1493701,14,13
Q1495743,24,26
Q1496858,9,2
Q1496986,31,6
Q149792,17,18
Q1498440,5,1
Q1498548,19,3
Q1498669,12,16
Q1498937,17,4
Q1499217,3,1
Q1500013,22,2
Q1500810,19,5
Q1501111,18,2
Q1501531,5,1
Q1501571,6,2
Q15045453,4,16
Q15052142,8,1
Q1505361,2,1
Q15054729,3,1
Q15058977,8,2
Q15059758,6,1
Q15073503,5,2
Q15073808,10,3
Q15075926,7,2
Q15077045,18,15
Q15088991,8,2
Q1509012,1,2
Q15091368,6,8
Q15091905,14,5
Q1509554,7,10
Q1509662,24,17
Q1509780,6,1
Q15103205,11,4
Q15107136,22,12
Q15111308,6,2
Q15111365,10,2
Q15113329,6,2
Q15113335,11,4
Q15119700,7,3
Q15121256,10,2
Q1512208,2,9
Q15124934,3,4
Q15130985,10,3
Q15131054,9,4
Q15131063,13,3
Q15131078,10,3
Q15131083,12,2
Q1513788,22,17
Q15138255,9,3
Q15138273,16,5
Q15138279,11,3
Q15138293,13,4
Q151480,75,99
Q15148979,4,1
Q1515882,8,1
Q1516141,14,3
Q1516552,4,14
Q1518328,10,9
Q1518398,5,9
Q1519343,3,1
Q1520143,23,9
Q15206082,6,1
Q15206125,7,1
Q15206133,7,1
Q15208061,10,4
Q15208115,10,8
Q15208147,10,3
Q15208184,10,8
Q15208186,13,4
Q15220128,15,4
Q15220152,11,3
Q15249154,11,4
Q15249163,11,4
Q15249918,18,4
Q1525379,13,11
Q1525571,3,2
Q1525772,21,7
Q15260531,16,4
Q15262316,10,3
Q152626,31,15
Q1526637,12,7
Q1526652,64,13
Q1526751,7,7
Q15269070,10,3
Q15269077,9,1
Q15273559,11,4
Q15276620,10,3
Q1527876,3,1
Q1528430,23,14
Q15290607,8,2
Q15290611,13,3
Q15290612,12,3
Q15290613,12,3
Q15290623,7,3
Q1529097,21,7
Q1530085,10,4
Q1530097,6,2
Q1530099,8,2
Q153035,22,13
Q153037,26,15
Q15303768,10,3
Q15303784,14,2
Q15303803,11,4
Q153055,18,17
Q153063,22,21
Q1531698,38,11
Q1532972,5,5
Q1533114,14,1
Q1533150,26,10
Q1533153,21,11
Q1534270,7,6
Q1534375,3,1
Q15359952,11,3
Q153600,25,13
Q15360016,11,4
Q15360043,11,4
Q15360046,11,2
Q15360098,10,3
Q15360381,14,7
Q1536438,4,4
Q1536527,27,24
Q1536572,7,7
Q1537937,9,4
Q1538169,3,5
Q1538180,12,5
Q1538212,15,14
Q1538239,11,3
Q1538275,14,13
Q1539124,17,11
Q15393721,8,4
Q1539620,16,21
Q1539632,28,13
Q1539642,13,13
Q15401590,7,3
Q15401591,9,4
Q15402317,9,5
Q15402988,6,1
Q15406622,12,5
Q15406636,10,3
Q15406656,11,3
Q1540948,10,6
Q1541,420,198
Q15410382,8,2
Q1541235,12,20
Q1541563,8,3
Q1543120,18,2
Q1543123,17,4
Q1543376,6,1
Q1543810,16,20
Q15439204,7,7
Q1544642,21,9
Q1544937,3,7
Q1546368,6,1
Q154732,161,61
Q1547909,24,5
Q1548269,8,1
Q1549860,8,1
Q1550671,6,14
Q1550960,23,26
Q15534154,7,1
Q15534201,5,3
Q15543116,13,1
Q155432,7,8
Q15543320,14,2
Q15543628,14,4
Q15543873,9,3
Q1554419,7,5
Q1555457,10,5
Q1555836,10,1
Q1557070,3,1
Q1557864,2,7
Q1557901,3,4
Q1558039,14,7
Q1558527,14,10
Q1559688,7,2
Q1559958,19,16
Q15613776,10,4
Q15613793,7,4
Q15613794,13,2
Q15613798,10,3
Q15617983,9,4
Q15617990,12,4
Q15622157,3,7
Q15628718,17,1
Q15628809,25,3
Q15631096,16,3
Q15631102,19,4
Q15631110,11,4
Q15631129,9,4
Q15631131,11,3
Q15631133,10,3
Q15631134,11,1
